,id,title,link,sources,date,coord
10,EONET_6509,"Ruang Volcano, Indonesia",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6509,https://earthobservatory.nasa.gov/images/152716/a-blanket-of-ash-from-ruang,2024-04-16,"[125.37, 2.3]"
11,EONET_6507,"Poas Volcano, Costa Rica",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6507,https://volcano.si.edu/volcano.cfm?vn=345040,2024-03-29,"[-84.233, 10.2]"
12,EONET_6500,"Fernandina Volcano, Ecuador",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6500,https://earthobservatory.nasa.gov/images/152538/an-eruption-for-galapagos-iguanas,2024-03-02,"[-91.55, -0.37]"
13,EONET_6470,"Lewotobi Volcano, Indonesia",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6470,https://volcano.si.edu/volcano.cfm?vn=264180,2023-12-28,"[122.775, -8.542]"
14,EONET_6468,"Reykjanes Volcano, Iceland",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6468,https://www.earthdata.nasa.gov/worldview/worldview-image-archive/sundhnukur-crater-row-eruption-iceland,2023-12-19,"[-22.717, 63.817]"
15,EONET_6462,"Marapi Volcano, Indonesia",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6462,https://volcano.si.edu/volcano.cfm?vn=261140,2023-12-03,"[100.474, -0.38]"
16,EONET_6452,"Dukono Volcano, Indonesia",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6452,https://volcano.si.edu/volcano.cfm?vn=268010,2023-11-07,"[127.8783, 1.6992]"
17,EONET_6369,"Ibu Volcano, Indonesia",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6369,https://volcano.si.edu/volcano.cfm?vn=268030,2023-06-06,"[127.63, 1.488]"
18,EONET_6319,"Lewotolok Volcano, Indonesia",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6319,http://volcano.si.edu/volcano.cfm?vn=264230,2023-01-14,"[123.505, -8.272]"
19,EONET_6309,"Nevado del Ruiz Volcano, Colombia",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6309,https://volcano.si.edu/volcano.cfm?vn=351020,2022-12-03,"[-75.324, 4.892]"
20,EONET_6175,"Stromboli Volcano, Italy",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6175,http://volcano.si.edu/volcano.cfm?vn=211040,2022-08-07,"[15.213, 38.789]"
21,EONET_6104,"Aira Volcano, Japan",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6104,http://volcano.si.edu/volcano.cfm?vn=282080,2022-06-27,"[130.657, 31.593]"
22,EONET_6102,"Ebeko Volcano, Russia",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6102,http://volcano.si.edu/volcano.cfm?vn=290380,2022-06-23,"[156.014, 50.686]"
23,EONET_6017,"Popocatepetl Volcano, Mexico",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6017,https://earthobservatory.nasa.gov/images/event/46710,2022-02-08,"[-98.622, 19.023]"
24,EONET_5959,"Great Sitkin Volcano, Andreanof Islands (U.S.)",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5959,https://volcano.si.edu/volcano.cfm?vn=311120,2021-10-19,"[-176.13, 52.076]"
25,EONET_5202,"Merapi Volcano, Indonesia",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5202,http://volcano.si.edu/volcano.cfm?vn=263250,2021-01-07,"[110.446, -7.54]"
26,EONET_4768,"Suwanosejima Volcano, Japan",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_4768,http://volcano.si.edu/volcano.cfm?vn=282030,2020-07-12,"[129.71, 29.63]"
27,EONET_4624,"Santa Maria Volcano, Guatemala",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_4624,http://volcano.si.edu/volcano.cfm?vn=342030,2020-03-18,"[-91.552, 14.757]"
28,EONET_4561,"Semeru Volcano, Indonesia",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_4561,http://volcano.si.edu/volcano.cfm?vn=263300,2020-01-18,"[112.922, -8.108]"
29,EONET_4269,"Reventador Volcano, Ecuador",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_4269,http://volcano.si.edu/volcano.cfm?vn=352010,2019-07-10,"[-77.65, -0.07]"
30,EONET_4156,"Sangay Volcano, Ecuador",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_4156,http://volcano.si.edu/volcano.cfm?vn=352090,2019-03-26,"[-78.341, -2.005]"
31,EONET_2654,"Sabancaya Volcano, Peru",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_2654,https://earthobservatory.nasa.gov/NaturalHazards/event.php?id=90273,2016-11-07,"[-71.85, -15.78]"
32,EONET_980,"Fuego Volcano, Guatemala",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_980,http://emergency.copernicus.eu/mapping/list-of-components/EMSR289,2002-01-04,"[-90.88, 14.473]"
